Longitude,Latitude,Depth,pTemperature,Salinity,d18O,dD,Year,Month,Reference,
142.55,36,296,11.19,34.4,,0.9,**,**,Horibe and Ogura (1968),
136.08,31.75,692,11.81,34.4,,1.8,**,**,Horibe and Ogura (1968),
126,77.32,96,-1.22,34.41,-0.33,**,2007,9,Abrahamsen et al (2009),
145.37,-66.01,99,-1.72,34.41,-0.32,**,2001,1,Jacobs et al (2005),
147.78,-67.09,99,-1.69,34.41,-0.31,**,2001,1,Jacobs et al (2005),
-143.47,72.58,280,**,34.41,-0.3,**,1990,9,Macdonald et al (1995),
142.83,-66.32,94,-1.48,34.41,-0.29,**,2000,12,Jacobs et al (2005),
148.11,-67.23,58,-1.81,34.41,-0.28,**,2001,1,Jacobs et al (2005),
142.88,-65.84,128,-1.52,34.41,-0.27,**,2000,12,Jacobs et al (2005),
-143.42,72.57,300,-0.49,34.41,-0.22,**,1984,10,Ostlund and Grall (1993),
146.94,-65.84,148,-1.68,34.41,-0.21,**,2001,1,Jacobs et al (2005),
144,37,1000,3.06,34.41,-0.16,**,1997,5,M. Itou (pers. comm.),
-177.31,53.1,1188,2.61,34.41,-0.16,**,1973,10,GEOSECS Ostlund et al (1987),
150.13,48.12,1199,2.3,34.41,-0.15,**,1998,7,Yamamoto et al (2002),
146.94,-65.84,106,-0.94,34.41,-0.15,**,2001,1,Jacobs et al (2005),
151.87,43.62,1000,2.54,34.41,-0.14,**,1996,8,Yamamoto et al (2001),
146.5,51.25,1287,2.34,34.41,-0.14,**,1998,7,Yamamoto et al (2002),
136.48,81.27,97,-0.64,34.41,-0.13,**,2008,10,Abrahamsen et al (2009),
143.98,35.02,1001,3.01,34.41,-0.13,**,1997,8,M. Itou (pers. comm.),
147.51,49.5,1213,2.36,34.41,-0.13,**,1999,9,Yamamoto et al (2002),
147.51,49.5,1223,2.36,34.41,-0.13,**,1999,9,Yamamoto et al (2002),
145.55,53.03,1418,2.32,34.41,-0.13,**,1999,9,Yamamoto et al (2002),
152.3,46.04,1099,2.63,34.41,-0.12,**,1998,7,Yamamoto et al (2002),
145.39,52.93,1400,2.33,34.41,-0.12,**,1998,7,Yamamoto et al (2002),
144.34,53.99,1193,2.33,34.41,-0.12,**,1999,9,Yamamoto et al (2002),
146.99,53.99,1399,2.35,34.41,-0.12,**,1999,9,Yamamoto et al (2002),
140.03,80.52,101,-0.85,34.41,-0.11,**,2008,10,Abrahamsen et al (2009),
146.73,34.03,1000,3.07,34.41,-0.1,**,1996,5,M. Itou (pers. comm.),
155.33,47.58,1000,2.55,34.41,-0.1,**,1996,9,Yamamoto et al (2001),
157.78,79.15,126,-0.62,34.41,-0.07,**,2007,9,Abrahamsen et al (2009),
158.35,79.45,125,-0.74,34.41,-0.07,**,2008,10,Abrahamsen et al (2009),
-173.25,80.15,164,-0.85,34.41,-0.07,**,1994,8,Ekwurzel et al (2001),
176.88,81.58,152,-0.75,34.41,-0.07,**,1994,8,Ekwurzel et al (2001),
-178.03,-52.58,286,7.23,34.41,-0.04,0.4,1974,3,GEOSECS Ostlund et al (1987),
-129.95,-43.01,352,7.02,34.41,0.05,**,1974,4,GEOSECS Ostlund et al (1987),
143.98,35.02,151,12.37,34.41,0.29,**,1997,8,M. Itou (pers. comm.),
135.99,30.98,1295,3.62,34.41,,0.9,**,**,Horibe and Ogura (1968),
146.65,-66.82,99,-1.84,34.42,-0.4,**,2001,1,Jacobs et al (2005),
146.23,-66.8,249,-1.81,34.42,-0.35,**,2001,1,Jacobs et al (2005),
148.04,-67.61,98,-1.84,34.42,-0.32,**,2001,1,Jacobs et al (2005),
143.08,-66.67,159,-1.63,34.42,-0.3,**,2001,1,Jacobs et al (2005),
140.84,-66.02,100,-1.47,34.42,-0.29,**,2000,12,Jacobs et al (2005),
145.44,-65.82,149,-1.64,34.42,-0.28,**,2001,1,Jacobs et al (2005),
145.05,-66.49,109,-1.62,34.42,-0.27,**,2001,1,Jacobs et al (2005),
-154.97,71.88,160,-0.76,34.42,-0.26,**,1992,8,Cooper et al (1997),
148.31,-66.05,148,-1.79,34.42,-0.26,**,2001,1,Jacobs et al (2005),
-109.11,-73.96,500,-0.12,34.42,-0.23,**,1994,3,Jacobs et al (1996),
147.2,-66.09,98,-1.72,34.42,-0.23,**,2001,1,Jacobs et al (2005),
143.52,-65.8,119,-1.65,34.42,-0.23,**,2001,1,Jacobs et al (2005),
143.78,-66.2,99,-1.59,34.42,-0.22,**,2001,1,Jacobs et al (2005),
145.45,-65.93,127,-1.63,34.42,-0.22,**,2001,1,Jacobs et al (2005),
146.91,-65.91,148,-1.75,34.42,-0.22,**,2001,1,Jacobs et al (2005),
141.87,-65.51,128,-1.71,34.42,-0.21,**,2000,12,Jacobs et al (2005),
146.99,-65.82,158,-1.73,34.42,-0.21,**,2001,1,Jacobs et al (2005),
140.76,-65.23,109,-1.67,34.42,-0.2,**,2000,12,Jacobs et al (2005),
146.33,53.75,1399,2.33,34.42,-0.17,**,1998,7,Yamamoto et al (2002),
149.68,48.59,1212,2.25,34.42,-0.13,**,1999,9,Yamamoto et al (2002),
146.32,52.34,1447,2.34,34.42,-0.13,**,1999,9,Yamamoto et al (2002),
154.83,46.33,999,2.51,34.42,-0.12,**,1996,8,Yamamoto et al (2001),
144.83,54,1408,2.34,34.42,-0.12,**,1998,7,Yamamoto et al (2002),
144.93,53.01,1350,2.33,34.42,-0.12,**,1998,7,Yamamoto et al (2002),
146.32,52.34,1394,2.33,34.42,-0.12,**,1999,9,Yamamoto et al (2002),
146.99,53.99,1611,2.35,34.42,-0.11,**,1999,9,Yamamoto et al (2002),
146.99,53.99,1611,2.35,34.42,-0.09,**,1999,9,Yamamoto et al (2002),
-168.84,74.5,142,-0.72,34.42,-0.08,**,1994,7,Ekwurzel et al (2001),
-178.03,-52.58,94,8.39,34.42,-0.03,-0.8,1974,3,GEOSECS Ostlund et al (1987),
150.13,80.51,122,-0.5,34.42,-0.01,**,1995,8,Frank (1996),
-178.03,-52.58,3,11.33,34.42,0.04,-0.3,1974,3,GEOSECS Ostlund et al (1987),
-163.63,-32.83,1277,3.45,34.42,0.04,**,1974,3,GEOSECS Ostlund et al (1987),
-129.95,-43.01,223,7.72,34.42,0.05,**,1974,4,GEOSECS Ostlund et al (1987),
144,33,400,12.2,34.42,0.13,**,1997,5,M. Itou (pers. comm.),
-111.5,0,3,24.55,34.42,0.25,**,1991,1,Laube-L'Enfant (1996),
-178.03,-52.58,215,7.67,34.42,,0.1,1974,3,GEOSECS Ostlund et al (1987),
146.62,-66.59,148,-1.66,34.43,-0.39,**,2001,1,Jacobs et al (2005),
148.43,-66.87,98,-1.74,34.43,-0.32,**,2001,1,Jacobs et al (2005),
147.22,-67.22,98,-1.73,34.43,-0.29,**,2001,1,Jacobs et al (2005),
148.41,-65.61,228,-1.82,34.43,-0.27,**,2001,1,Jacobs et al (2005),
142.89,-65.82,118,-1.6,34.43,-0.27,**,2001,1,Jacobs et al (2005),
147.6,-67.43,110,-1.72,34.43,-0.25,**,2001,1,Jacobs et al (2005),
148.33,-65.93,198,-1.8,34.43,-0.24,**,2001,1,Jacobs et al (2005),
145.44,-65.88,143,-1.6,34.43,-0.22,**,2001,1,Jacobs et al (2005),
148.37,-65.84,249,-1.76,34.43,-0.18,**,2001,1,Jacobs et al (2005),
150.65,47.65,1400,2.24,34.43,-0.13,**,1998,7,Yamamoto et al (2002),
145.39,52.93,1720,2.35,34.43,-0.13,**,1998,7,Yamamoto et al (2002),
145.55,53.03,1726,2.35,34.43,-0.13,**,1999,9,Yamamoto et al (2002),
145.55,53.03,1620,2.34,34.43,-0.12,**,1999,9,Yamamoto et al (2002),
145.51,53.03,1631,2.35,34.43,-0.12,**,2000,6,Yamamoto et al (2002),
146.01,53.01,1599,2.34,34.43,-0.11,**,1998,7,Yamamoto et al (2002),
146.01,53.01,1653,2.35,34.43,-0.11,**,1998,7,Yamamoto et al (2002),
126.36,77.13,121,-0.91,34.43,-0.1,**,1993,9,Frank (1996),
142.97,79.8,100,-0.76,34.43,-0.07,**,2008,10,Abrahamsen et al (2009),
142.32,79.93,101,-0.8,34.43,-0.04,**,2008,10,Abrahamsen et al (2009),
-173.32,76.62,164,-0.75,34.43,-0.02,**,1994,8,Ekwurzel et al (2001),
138.8,80.78,100,-0.75,34.43,-0.01,**,2008,10,Abrahamsen et al (2009),
141.87,81.16,124,-0.42,34.43,0.03,**,1995,8,Frank (1996),
-163.63,-32.83,645,7.02,34.43,0.04,**,1974,3,GEOSECS Ostlund et al (1987),
144,37,175,11.85,34.43,0.1,**,1997,5,M. Itou (pers. comm.),
143.98,37.02,100,12.02,34.43,0.12,**,1997,8,M. Itou (pers. comm.),
173.47,12.88,38,27.96,34.43,0.29,1.5,1973,11,GEOSECS Ostlund et al (1987),
134.45,7.33,2,30.38,34.43,0.34,**,1998,7,Morimoto et al (2002),
126.39,77.03,69,-0.41,34.44,-0.65,**,1993,9,Frank (1996),
149.61,-66.21,248,-1.75,34.44,-0.34,**,2001,1,Jacobs et al (2005),
147.51,-66.78,149,-1.73,34.44,-0.34,**,2001,1,Jacobs et al (2005),
144.71,-67.2,114,-1.72,34.44,-0.32,**,2001,1,Jacobs et al (2005),
149.46,-66.73,98,-1.78,34.44,-0.31,**,2001,1,Jacobs et al (2005),
145.44,-65.91,199,-1.67,34.44,-0.28,**,2001,1,Jacobs et al (2005),
146,-66.69,238,-1.66,34.44,-0.28,**,2001,1,Jacobs et al (2005),
141.7,-65.83,123,-1.36,34.44,-0.27,**,2000,12,Jacobs et al (2005),
140.71,-65.99,99,-1.52,34.44,-0.26,**,2000,12,Jacobs et al (2005),
143.19,-66.62,149,-1.56,34.44,-0.23,**,2001,1,Jacobs et al (2005),
-103.1,-73.39,400,0.04,34.44,-0.2,**,1994,3,Jacobs et al (1996),
144.16,-65.69,119,-1.41,34.44,-0.18,**,2001,1,Jacobs et al (2005),
144.07,39.97,1250,2.5,34.44,-0.15,**,1997,8,M. Itou (pers. comm.),
126.18,77.15,150,-1.12,34.44,-0.14,**,2008,10,Abrahamsen et al (2009),
145.5,41.5,1001,2.66,34.44,-0.14,**,1996,8,Yamamoto et al (2001),
155.5,46,1000,2.44,34.44,-0.11,**,1996,8,Yamamoto et al (2001),
152.3,46.04,1199,2.52,34.44,-0.11,**,1998,7,Yamamoto et al (2002),
160.71,87.16,153,-0.72,34.44,-0.1,**,1994,8,Ekwurzel et al (2001),
157.59,48.46,1000,2.46,34.44,-0.09,**,1996,9,Yamamoto et al (2001),
157.78,79.15,136,-0.53,34.44,-0.08,**,2007,9,Abrahamsen et al (2009),
-178.62,80.33,152,-0.54,34.44,0.01,**,1994,8,Ekwurzel et al (2001),
149.47,-66.03,318,-1.74,34.45,-0.42,**,2001,1,Jacobs et al (2005),
148.33,-66.12,253,-1.77,34.45,-0.35,**,2001,1,Jacobs et al (2005),
147.09,-67.13,223,-1.74,34.45,-0.33,**,2001,1,Jacobs et al (2005),
147.2,-67.23,224,-1.75,34.45,-0.32,**,2001,1,Jacobs et al (2005),
145.19,-67.02,348,-1.94,34.45,-0.31,**,2001,1,Jacobs et al (2005),
148.25,-66.53,214,-1.67,34.45,-0.3,**,2001,1,Jacobs et al (2005),
141.6,-66.08,58,-1.38,34.45,-0.29,**,2000,12,Jacobs et al (2005),
143.43,-66.72,208,-1.54,34.45,-0.29,**,2001,1,Jacobs et al (2005),
-111.83,-73,378,-0.17,34.45,-0.27,**,1994,3,Jacobs et al (1996),
144.01,-65.85,188,-1.53,34.45,-0.27,**,2001,1,Jacobs et al (2005),
144,-65.78,188,-1.5,34.45,-0.26,**,2001,1,Jacobs et al (2005),
143.16,-65.78,208,-1.63,34.45,-0.26,**,2001,1,Jacobs et al (2005),
158.77,79.58,150,-0.86,34.45,-0.12,**,2008,10,Abrahamsen et al (2009),
143.97,38.58,1249,2.69,34.45,-0.1,**,1997,8,M. Itou (pers. comm.),
157.78,79.15,141,-0.49,34.45,-0.06,**,2007,9,Abrahamsen et al (2009),
-167.58,54.08,1200,2.5,34.45,0.01,**,1990,6,Cooper et al (1997),
-170.07,-38.38,696,7.31,34.45,0.09,**,1974,3,GEOSECS Ostlund et al (1987),
135.9,28,1418,**,34.45,,-0.6,**,**,Horibe and Ogura (1968),
147.09,-66.9,278,-1.76,34.46,-0.34,**,2001,1,Jacobs et al (2005),
149.66,-66.47,358,-1.8,34.46,-0.34,**,2001,1,Jacobs et al (2005),
149.46,-66.73,348,-1.82,34.46,-0.32,**,2001,1,Jacobs et al (2005),
148.25,-66.53,333,-1.75,34.46,-0.32,**,2001,1,Jacobs et al (2005),
140.43,-66.4,112,-1.56,34.46,-0.29,**,2000,12,Jacobs et al (2005),
142.45,-66.95,249,-1.13,34.46,-0.29,**,2000,12,Jacobs et al (2005),
146.62,-66.59,323,-1.78,34.46,-0.29,**,2001,1,Jacobs et al (2005),
148.25,-67.05,198,-1.74,34.46,-0.29,**,2001,1,Jacobs et al (2005),
147.37,-66.36,192,-1.7,34.46,-0.29,**,2001,1,Jacobs et al (2005),
140.56,-65.69,274,-1.55,34.46,-0.27,**,2000,12,Jacobs et al (2005),
140.22,-66.65,2,-1.22,34.46,-0.27,**,2000,12,Jacobs et al (2005),
147.07,-67.31,238,-1.78,34.46,-0.23,**,2001,1,Jacobs et al (2005),
150.65,47.65,1415,2.2,34.46,-0.09,**,1999,9,Yamamoto et al (2002),
-121.48,28.51,890,4.43,34.46,-0.05,**,1974,6,GEOSECS Ostlund et al (1987),
-103.44,-66.99,380,2.25,34.46,-0.04,**,1994,3,Jacobs et al (1996),
126.66,77.11,243,-0.64,34.46,-0.03,**,1995,8,Frank (1996),
-167.1,74.3,176,-0.68,34.46,0,**,1993,8,Cooper et al (1999),
-178.03,-52.58,246,7.38,34.46,0,0,1974,3,GEOSECS Ostlund et al (1987),
144,37,150,12.45,34.46,0.13,**,1997,5,M. Itou (pers. comm.),
148.11,79.45,147,-0.45,34.46,0.13,**,1995,7,Frank (1996),
135.99,30.98,755,12.65,34.46,,2.6,**,**,Horibe and Ogura (1968),
136.02,33.23,897,3.57,34.46,,0.4,**,**,Horibe and Ogura (1968),
-178.03,-52.58,1438,2.72,34.46,,-1.2,1974,3,GEOSECS Ostlund et al (1987),
-155.13,71.78,175,-0.63,34.47,-0.39,**,1992,8,Cooper et al (1997),
148.04,-67.61,298,-1.92,34.47,-0.35,**,2001,1,Jacobs et al (2005),
147.71,-66.5,253,-1.66,34.47,-0.34,**,2001,1,Jacobs et al (2005),
147.33,-66.74,305,-1.78,34.47,-0.33,**,2001,1,Jacobs et al (2005),
146.23,-66.59,216,-1.72,34.47,-0.32,**,2001,1,Jacobs et al (2005),
142.66,-66.63,213,-1.63,34.47,-0.31,**,2000,12,Jacobs et al (2005),
145.38,-66.97,323,-1.58,34.47,-0.29,**,2001,1,Jacobs et al (2005),
140.47,-65.65,300,-1.35,34.47,-0.24,**,2000,12,Jacobs et al (2005),
150.13,48.12,1400,2.19,34.47,-0.11,**,1998,7,Yamamoto et al (2002),
157.78,79.15,144,-0.43,34.47,-0.1,**,2007,9,Abrahamsen et al (2009),
145.01,45.67,1400,2.15,34.47,-0.1,**,1998,8,Yamamoto et al (2002),
-179.24,59.49,1500,2.3,34.47,-0.09,**,1990,6,Cooper et al (1997),
144.72,81.2,123,-0.29,34.47,-0.06,**,1995,8,Frank (1996),
159.33,79.75,150,-0.84,34.47,-0.05,**,2008,10,Abrahamsen et al (2009),
172.19,75.1,142,-0.32,34.47,0.1,**,2008,9,Polyak and Ortiz (2009, pers. comm.)
-176.9,78.15,167,-0.44,34.47,0.13,**,1994,8,Ekwurzel et al (2001),
-137,13.5,0,**,34.47,0.19,**,**,**,Craig and Gordon (1965),
142.55,36,0,25.6,34.47,,1.4,**,**,Horibe and Ogura (1968),
142.55,36,10,25.74,34.47,,1.7,**,**,Horibe and Ogura (1968),
142.55,36,1344,2.51,34.47,,-1,**,**,Horibe and Ogura (1968),
136.08,31.75,1384,3.18,34.47,,0.8,**,**,Horibe and Ogura (1968),
136.02,33.23,1104,3.1,34.47,,0.9,**,**,Horibe and Ogura (1968),
-122.21,22.52,786,5.06,34.47,,-0.9,1974,6,GEOSECS Ostlund et al (1987),
145.09,-67.1,365,-1.79,34.48,-0.39,**,2001,1,Jacobs et al (2005),
146.23,-66.8,351,-1.76,34.48,-0.38,**,2001,1,Jacobs et al (2005),
144.94,-67.16,370,-1.97,34.48,-0.37,**,2001,1,Jacobs et al (2005),
147.07,-67.03,309,-1.86,34.48,-0.35,**,2001,1,Jacobs et al (2005),
148.06,-66.34,259,-1.65,34.48,-0.3,**,2001,1,Jacobs et al (2005),
140.38,-65.6,334,-1.37,34.48,-0.29,**,2000,12,Jacobs et al (2005),
145.5,-66.28,205,-1.61,34.48,-0.29,**,2001,1,Jacobs et al (2005),
147.2,-66.09,248,-1.62,34.48,-0.26,**,2001,1,Jacobs et al (2005),
146,-66.69,297,-1.65,34.48,-0.26,**,2001,1,Jacobs et al (2005),
147.65,-66.17,276,-1.6,34.48,-0.21,**,2001,1,Jacobs et al (2005),
-141.4,71.45,250,-0.39,34.48,-0.16,**,1984,10,Ostlund and Grall (1993),
143.98,35.02,1250,2.55,34.48,-0.14,**,1997,8,M. Itou (pers. comm.),
143.98,37.02,1250,2.45,34.48,-0.13,**,1997,8,M. Itou (pers. comm.),
-163.67,75.3,200,-0.98,34.48,0,**,1993,8,Cooper et al (1999),
159.67,79.9,150,-0.7,34.48,0.01,**,2008,10,Abrahamsen et al (2009),
-167.58,54.08,1300,2.4,34.48,0.02,**,1990,6,Cooper et al (1997),
133.39,78.14,106,-0.48,34.48,0.09,**,1993,9,Frank (1996),
-110,0,3,24.28,34.48,0.14,**,1991,1,Laube-L'Enfant (1996),
134.45,7.33,2,28.26,34.48,0.44,**,1998,3,Morimoto et al (2002),
135.9,28,1340,2.76,34.48,,-0.3,**,**,Horibe and Ogura (1968),
135.93,29.97,620,11.54,34.48,,1.4,**,**,Horibe and Ogura (1968),
144.71,-67.2,353,-1.97,34.49,-0.39,**,2001,1,Jacobs et al (2005),
143.43,-66.72,293,-1.91,34.49,-0.35,**,2001,1,Jacobs et al (2005),
140.22,-66.65,248,-1.32,34.49,-0.3,**,2000,12,Jacobs et al (2005),
142.86,-66.09,173,-1.6,34.49,-0.3,**,2000,12,Jacobs et al (2005),
140.66,-66.08,144,-1.66,34.49,-0.28,**,2000,12,Jacobs et al (2005),
-145.58,73.93,281,-0.37,34.49,-0.28,**,1985,4,Ostlund et al (1987),
144.6,-66.69,177,-1.3,34.49,-0.27,**,2001,1,Jacobs et al (2005),
146,-66.69,328,-1.68,34.49,-0.27,**,2001,1,Jacobs et al (2005),
-147.94,58.24,1500,**,34.49,-0.2,**,1980,**,Kipphut (1990),
-101.48,-74.9,499,0.32,34.49,-0.17,**,1994,3,Jacobs et al (1996),
150.65,47.65,1597,2.14,34.49,-0.12,**,1998,7,Yamamoto et al (2002),
145.84,46.42,1599,2.12,34.49,-0.12,**,1998,8,Yamamoto et al (2002),
130.48,77.73,195,-1.04,34.49,-0.11,**,2007,9,Abrahamsen et al (2009),
152.3,46.04,1399,2.34,34.49,-0.1,**,1998,7,Yamamoto et al (2002),
-163.63,-32.83,1421,2.98,34.49,-0.01,**,1974,3,GEOSECS Ostlund et al (1987),
-170.07,-38.38,1540,3.25,34.49,0.02,**,1974,3,GEOSECS Ostlund et al (1987),
-175.82,78.98,160,-0.37,34.49,0.04,**,1994,8,Ekwurzel et al (2001),
-174.31,79.98,171,-0.67,34.49,0.04,**,1994,8,Ekwurzel et al (2001),
158.58,79.47,148,-0.72,34.49,0.05,**,2007,9,Abrahamsen et al (2009),
-179.24,59.49,1500,2.28,34.49,0.05,**,1994,5,Cooper et al (1999),
146.73,34.03,74,13.31,34.49,0.13,**,1996,5,M. Itou (pers. comm.),
-104.92,0,39,24.45,34.49,0.21,**,1991,1,Laube-L'Enfant (1996),
143.98,35.02,124,13.6,34.49,0.31,**,1997,8,M. Itou (pers. comm.),
-178.09,-8.48,1,28.57,34.49,0.4,1.9,1973,12,GEOSECS Ostlund et al (1987),
-120,89,200,**,34.5,-0.5,**,1979,5,Moore et al (1983),
144.71,-67.2,434,-1.99,34.5,-0.41,**,2001,1,Jacobs et al (2005),
148.33,-66.83,408,-1.78,34.5,-0.3,**,2001,1,Jacobs et al (2005),
145.5,-66.88,358,-1.58,34.5,-0.3,**,2001,1,Jacobs et al (2005),
140.22,-66.65,548,-1.4,34.5,-0.29,**,2000,12,Jacobs et al (2005),
145.37,-66.01,315,-1.52,34.5,-0.28,**,2001,1,Jacobs et al (2005),
145.96,-66.72,278,-1.29,34.5,-0.27,**,2001,1,Jacobs et al (2005),
145.8,-66.76,323,-1.57,34.5,-0.27,**,2001,1,Jacobs et al (2005),
143.23,-65.89,154,-1.02,34.5,-0.22,**,2001,1,Jacobs et al (2005),
-113.2,-72.63,417,0.02,34.5,-0.18,**,1994,3,Jacobs et al (1996),
151.9,46.38,1401,2.26,34.5,-0.11,**,1998,7,Yamamoto et al (2002),
-174.38,57.53,1498,2.24,34.5,-0.03,**,1994,5,Cooper et al (1999),
-128.53,33.32,1289,**,34.5,-0.02,**,**,**,Epstein and Mayeda (1953),
144,79.53,125,-0.24,34.5,-0.01,**,2008,10,Abrahamsen et al (2009),
-122.21,22.52,894,4.51,34.5,-0.01,**,1974,6,GEOSECS Ostlund et al (1987),
-170.58,75.45,184,-0.36,34.5,0.02,**,1994,7,Ekwurzel et al (2001),
-170.07,-38.38,597,7.76,34.5,0.11,**,1974,3,GEOSECS Ostlund et al (1987),
-139.33,18.72,1291,**,34.5,0.19,**,**,**,Epstein and Mayeda (1953),
144.5,13.5,0,**,34.5,0.19,**,**,**,Epstein and Mayeda (1953),
141.97,34.26,1,23.85,34.5,0.21,1.7,1973,10,GEOSECS Ostlund et al (1987),
-126.25,10.68,766,**,34.5,0.28,**,**,**,Epstein and Mayeda (1953),
120.5,-7.75,10,**,34.5,1.2,**,1949,**,Epstein and Mayeda (1953),
124.19,20.27,0,29,34.5,,2.9,**,**,Horibe and Ogura (1968),
124.19,20.27,10,29.19,34.5,,3.5,**,**,Horibe and Ogura (1968),
124.19,20.27,396,13.54,34.5,,2.1,**,**,Horibe and Ogura (1968),
135.93,29.97,1718,2.36,34.5,,0.8,**,**,Horibe and Ogura (1968),
136.08,31.75,1412,3.06,34.5,,0.8,**,**,Horibe and Ogura (1968),
149.61,-66.21,477,-1.67,34.51,-0.36,**,2001,1,Jacobs et al (2005),
148.55,-66.94,398,-1.83,34.51,-0.33,**,2001,1,Jacobs et al (2005),
148.31,-66.05,543,-1.52,34.51,-0.32,**,2001,1,Jacobs et al (2005),
144.44,-66.81,332,-1.57,34.51,-0.31,**,2000,12,Jacobs et al (2005),
145.24,-67.03,400,-1.47,34.51,-0.3,**,2001,1,Jacobs et al (2005),
140.22,-66.65,940,-1.72,34.51,-0.27,**,2000,12,Jacobs et al (2005),
142.83,-66.32,199,-1.66,34.51,-0.27,**,2000,12,Jacobs et al (2005),
143.53,-66.58,143,-1.27,34.51,-0.26,**,2000,12,Jacobs et al (2005),
145.69,-66.84,360,-1.36,34.51,-0.26,**,2001,1,Jacobs et al (2005),
140.82,-65.82,154,-1.24,34.51,-0.23,**,2000,12,Jacobs et al (2005),
143.14,-66.19,275,-1.49,34.51,-0.22,**,2001,1,Jacobs et al (2005),
143.08,-66.67,299,-1.42,34.51,-0.18,**,2001,1,Jacobs et al (2005),
144.41,-65.22,119,-0.06,34.51,-0.17,**,2001,1,Jacobs et al (2005),
145.01,45.67,1599,2.07,34.51,-0.12,**,1998,8,Yamamoto et al (2002),
146.75,33,1499,2.39,34.51,-0.11,**,1996,5,M. Itou (pers. comm.),
143.97,38.58,1498,2.38,34.51,-0.11,**,1997,8,M. Itou (pers. comm.),
144.07,39.97,1500,2.27,34.51,-0.1,**,1997,8,M. Itou (pers. comm.),
150.13,48.12,1600,2.09,34.51,-0.1,**,1998,7,Yamamoto et al (2002),
149.68,48.59,1593,2.1,34.51,-0.09,**,1999,9,Yamamoto et al (2002),
-177.66,57.46,1501,2.21,34.51,-0.08,**,1994,5,Cooper et al (1999),
-121.48,28.51,1087,3.79,34.51,-0.06,**,1974,6,GEOSECS Ostlund et al (1987),
143.97,38.58,10,23.85,34.51,-0.05,**,1997,8,M. Itou (pers. comm.),
-122.21,22.52,995,4.19,34.51,-0.04,**,1974,6,GEOSECS Ostlund et al (1987),
-122.99,16.52,791,5.19,34.51,-0.02,**,1974,6,GEOSECS Ostlund et al (1987),
161.25,80.33,150,-0.27,34.51,0,**,2008,10,Abrahamsen et al (2009),
-174.24,59.49,1500,2.28,34.51,0,**,1993,6,Cooper et al (1997),
144.04,79.75,148,-0.08,34.51,0.02,**,1995,9,Frank (1996),
-122.99,16.52,590,6.56,34.51,0.03,**,1974,6,GEOSECS Ostlund et al (1987),
-178.03,-52.58,185,8.1,34.51,0.05,0.4,1974,3,GEOSECS Ostlund et al (1987),
-165.29,74.81,200,-0.6,34.51,0.06,**,1993,8,Cooper et al (1999),
-173.32,76.62,180,-0.46,34.51,0.09,**,1994,8,Ekwurzel et al (2001),
146.73,34.03,50,14.78,34.51,0.18,**,1996,5,M. Itou (pers. comm.),
142.55,36,49,25.72,34.51,,2.1,**,**,Horibe and Ogura (1968),
142.55,36,1683,2.18,34.51,,-1.3,**,**,Horibe and Ogura (1968),
124.19,20.27,28,28.29,34.51,,3.3,**,**,Horibe and Ogura (1968),
135.93,29.97,1413,2.94,34.51,,0.3,**,**,Horibe and Ogura (1968),
-129.32,70.59,8,-1.9,34.52,-2.7,**,1988,3,Melling and Moore (1995),
144.95,-66.95,398,-2,34.52,-0.39,**,2000,12,Jacobs et al (2005),
145.37,-66.01,361,-1.67,34.52,-0.33,**,2001,1,Jacobs et al (2005),
140.22,-66.65,1398,-1.7,34.52,-0.31,**,2000,12,Jacobs et al (2005),
146.62,-66.59,403,-1.88,34.52,-0.3,**,2001,1,Jacobs et al (2005),
140.47,-66.36,329,-1.63,34.52,-0.29,**,2000,12,Jacobs et al (2005),
147.37,-67.42,470,-1.91,34.52,-0.28,**,2001,1,Jacobs et al (2005),
148.11,-67.23,400,-1.91,34.52,-0.28,**,2001,1,Jacobs et al (2005),
140.43,-66.4,323,-1.61,34.52,-0.27,**,2000,12,Jacobs et al (2005),
143.19,-66.62,234,-1.3,34.52,-0.25,**,2001,1,Jacobs et al (2005),
143.78,-66.2,205,-1.25,34.52,-0.25,**,2001,1,Jacobs et al (2005),
140.76,-65.23,220,-0.63,34.52,-0.23,**,2000,12,Jacobs et al (2005),
148.33,-66,589,-1.25,34.52,-0.23,**,2001,1,Jacobs et al (2005),
143.98,35.02,1499,2.31,34.52,-0.2,**,1997,8,M. Itou (pers. comm.),
-103.19,-74.55,500,0.31,34.52,-0.15,**,1994,3,Jacobs et al (1996),
-101.36,-74.74,542,0.31,34.52,-0.14,**,1994,3,Jacobs et al (1996),
150.65,47.65,1797,2.06,34.52,-0.1,**,1998,7,Yamamoto et al (2002),
-178.03,-52.58,1587,2.56,34.52,-0.06,**,1974,3,GEOSECS Ostlund et al (1987),
-174.38,57.53,1500,2.24,34.52,-0.05,**,1993,6,Cooper et al (1997),
-129.95,-43.01,1592,2.7,34.52,-0.03,**,1974,4,GEOSECS Ostlund et al (1987),
-159.28,72.8,170,-0.18,34.52,0,**,1993,8,Cooper et al (1999),
158.35,79.45,150,-0.22,34.52,0.03,**,2008,10,Abrahamsen et al (2009),
136.92,81.03,148,0.2,34.52,0.05,**,1995,8,Frank (1996),
150.08,81.2,149,0.04,34.52,0.06,**,1995,8,Frank (1996),
138.41,81.04,147,0.16,34.52,0.07,**,1995,8,Frank (1996),
